timestamp,temperature,humidity,battery
2025-06-23 10:22:11,26.3,98,100
2025-06-23 10:29:15,26.3,98,100
2025-06-23 10:30:02,26.3,98,100
2025-06-23 10:35:02,26.3,98,100
2025-06-23 10:40:02,26.7,94,100
2025-06-23 10:50:02,26.7,94,100
2025-06-23 11:00:03,26.7,94,100
2025-06-23 11:10:02,27.1,96,100
2025-06-23 11:20:02,27.1,96,100
2025-06-23 11:30:02,27.1,96,100
2025-06-23 11:40:03,27.1,96,100
2025-06-23 11:50:02,27.1,96,100
2025-06-23 12:00:03,27.1,96,100
2025-06-23 12:10:03,27.5,92,100
2025-06-23 12:20:02,28.2,93,100
2025-06-23 12:30:03,27.8,88,100
2025-06-23 12:40:02,27.8,88,100
2025-06-23 12:50:03,27.8,88,100
2025-06-23 13:00:03,27.8,88,100
2025-06-23 13:10:02,27.6,83,100
2025-06-23 13:20:03,27.6,83,100
2025-06-23 13:30:02,27.6,83,100
2025-06-23 13:40:02,27.6,83,100
2025-06-23 13:50:03,27.6,83,100
2025-06-23 14:00:04,27.5,77,100
2025-06-23 14:10:02,27.5,77,100
2025-06-23 14:20:02,27.2,82,100
2025-06-23 14:30:03,26.0,89,100
2025-06-23 14:40:02,26.0,89,100
2025-06-23 14:50:03,26.0,89,100
2025-06-23 15:00:03,26.0,84,100
2025-06-23 15:10:02,26.0,84,100
2025-06-23 15:20:02,26.4,82,100
2025-06-23 15:30:02,26.8,82,100
2025-06-23 15:40:03,27.2,80,100
2025-06-23 15:50:02,27.2,80,100
2025-06-23 16:00:03,27.6,75,100
2025-06-23 16:10:02,27.6,75,100
2025-06-23 16:20:03,27.8,80,100
2025-06-23 16:30:02,27.8,80,100
2025-06-23 16:40:03,27.8,80,100
2025-06-23 16:50:02,27.8,80,100
2025-06-23 17:00:03,27.8,80,100
2025-06-23 17:10:02,27.8,80,100
2025-06-23 17:20:02,28.0,78,100
2025-06-23 17:30:03,28.0,78,100
2025-06-23 17:40:02,28.0,78,100
2025-06-23 17:50:03,28.0,78,100
2025-06-23 18:00:03,28.0,78,100
2025-06-23 18:10:03,28.0,78,100
2025-06-23 18:20:03,28.3,74,100
2025-06-23 18:30:02,28.3,74,100
2025-06-23 18:40:03,28.3,74,100
2025-06-23 18:50:03,28.3,74,100
2025-06-23 19:00:03,28.1,68,100
2025-06-23 19:10:02,28.2,62,100
2025-06-23 19:20:03,28.2,62,100
2025-06-23 19:30:03,28.2,62,100
2025-06-23 19:40:02,28.2,62,100
2025-06-23 19:50:03,28.2,62,100
2025-06-23 20:00:03,28.2,62,100
2025-06-23 20:10:02,28.2,62,100
2025-06-23 20:20:03,27.8,64,100
2025-06-23 20:30:03,27.8,64,100
2025-06-23 20:40:02,27.8,64,100
2025-06-23 20:50:02,27.8,64,100
2025-06-23 21:00:03,27.8,64,100
2025-06-23 21:10:02,27.8,64,100
2025-06-23 21:20:02,27.4,64,100
2025-06-23 21:30:02,27.4,64,100
2025-06-23 21:40:02,27.4,64,100
2025-06-23 21:50:02,27.4,64,100
2025-06-23 22:00:03,27.4,64,100
2025-06-23 22:10:02,27.4,64,100
2025-06-23 22:20:02,27.2,66,100
2025-06-23 22:30:02,27.2,66,100
2025-06-23 22:40:02,27.2,66,100
2025-06-23 22:50:02,27.2,66,100
2025-06-23 23:00:03,27.2,66,100
2025-06-23 23:10:02,27.2,66,100
2025-06-23 23:20:02,26.9,66,100
2025-06-23 23:30:03,26.9,66,100
2025-06-23 23:40:02,26.9,66,100
2025-06-23 23:50:02,26.9,66,100
2025-06-24 00:00:03,26.9,66,100
2025-06-24 00:10:03,26.9,66,100
2025-06-24 00:20:02,26.9,69,100
2025-06-24 00:30:02,26.9,69,100
2025-06-24 00:40:02,26.9,69,100
2025-06-24 00:50:02,26.9,69,100
2025-06-24 01:00:03,26.9,69,100
2025-06-24 01:10:02,26.9,69,100
2025-06-24 01:20:01,26.5,67,100
2025-06-24 01:30:02,26.5,67,100
2025-06-24 01:40:02,26.5,67,100
2025-06-24 01:50:02,26.5,67,100
2025-06-24 02:00:03,26.5,67,100
2025-06-24 02:10:02,26.5,67,100
2025-06-24 02:20:02,26.2,67,100
2025-06-24 02:30:03,26.2,67,100
2025-06-24 02:40:02,26.2,67,100
2025-06-24 02:50:02,26.2,67,100
2025-06-24 03:00:03,26.2,67,100
2025-06-24 03:10:02,26.2,67,100
2025-06-24 03:20:02,26.1,70,100
2025-06-24 03:30:03,26.1,70,100
2025-06-24 03:40:02,26.1,70,100
2025-06-24 03:50:02,26.1,70,100
2025-06-24 04:00:03,26.1,70,100
2025-06-24 04:10:02,26.1,70,100
2025-06-24 04:20:02,26.0,71,100
2025-06-24 04:30:02,26.0,71,100
2025-06-24 04:40:02,26.0,71,100
2025-06-24 04:50:02,26.0,71,100
2025-06-24 05:00:03,26.0,71,100
2025-06-24 05:10:02,26.0,71,100
2025-06-24 05:20:02,25.8,71,100
2025-06-24 05:30:02,25.8,71,100
2025-06-24 05:40:02,25.8,71,100
2025-06-24 05:50:02,25.8,71,100
2025-06-24 06:00:03,25.8,71,100
2025-06-24 06:10:02,25.8,71,100
2025-06-24 06:20:02,25.9,72,100
2025-06-24 06:30:03,25.9,72,100
2025-06-24 06:40:03,25.9,72,100
2025-06-24 06:50:01,25.9,72,100
2025-06-24 07:00:03,25.9,72,100
2025-06-24 07:10:02,26.3,75,100
2025-06-24 07:20:02,26.3,75,100
2025-06-24 07:30:01,26.3,75,100
2025-06-24 07:40:01,26.3,75,100
2025-06-24 07:50:02,26.3,75,100
2025-06-24 08:00:03,26.3,75,100
2025-06-24 08:10:02,26.6,76,100
2025-06-24 08:20:02,26.6,76,100
2025-06-24 08:30:02,26.6,76,100
2025-06-24 08:40:02,26.6,76,100
2025-06-24 08:50:02,26.6,76,100
2025-06-24 09:00:03,26.6,76,100
2025-06-24 09:10:01,27.0,78,100
2025-06-24 09:20:02,27.0,78,100
2025-06-24 09:30:02,27.0,78,100
2025-06-24 09:40:01,27.0,78,100
2025-06-24 09:50:02,27.0,78,100
2025-06-24 10:00:03,27.0,78,100
2025-06-24 10:10:02,27.3,79,100
2025-06-24 10:20:03,27.3,79,100
2025-06-24 10:30:02,27.3,79,100
2025-06-24 10:40:02,27.3,79,100
2025-06-24 10:50:02,27.3,79,100
2025-06-24 11:00:03,27.3,79,100
2025-06-24 11:10:02,27.5,79,100
2025-06-24 11:20:02,27.5,79,100
2025-06-24 11:30:02,27.5,79,100
2025-06-24 11:40:02,27.5,79,100
2025-06-24 11:50:02,27.5,79,100
2025-06-24 12:00:03,27.5,79,100
2025-06-24 12:10:02,27.8,79,100
2025-06-24 12:20:02,27.8,79,100
2025-06-24 12:30:02,27.8,79,100
2025-06-24 12:40:02,27.8,79,100
2025-06-24 12:50:02,27.8,79,100
2025-06-24 13:00:03,27.8,79,100
2025-06-24 13:10:02,28.0,80,100
2025-06-24 13:20:02,28.0,80,100
2025-06-24 13:30:02,28.0,80,100
2025-06-24 13:40:02,28.0,80,100
2025-06-24 13:50:02,28.0,80,100
2025-06-24 14:00:03,28.0,80,100
2025-06-24 14:10:03,28.2,80,100
2025-06-24 14:20:02,28.2,80,100
2025-06-24 14:30:02,28.2,80,100
2025-06-24 14:40:02,28.2,80,100
2025-06-24 14:50:03,28.2,80,100
2025-06-24 15:00:03,28.2,80,100
2025-06-24 15:10:02,28.4,81,100
2025-06-24 15:20:03,28.3,87,100
2025-06-24 15:30:02,28.0,91,100
2025-06-24 15:40:02,28.0,91,100
2025-06-24 15:50:02,28.0,91,100
2025-06-24 16:00:03,28.0,91,100
2025-06-24 16:10:01,28.0,91,100
2025-06-24 16:20:02,28.0,91,100
2025-06-24 16:30:02,28.0,92,100
2025-06-24 16:40:02,28.0,92,100
2025-06-24 16:50:02,28.4,87,100
2025-06-24 17:00:03,28.4,87,100
2025-06-24 17:10:02,28.4,87,100
2025-06-24 17:20:02,28.3,91,100
2025-06-24 17:30:02,28.3,91,100
2025-06-24 17:40:02,28.3,91,100
2025-06-24 17:50:02,28.3,91,100
2025-06-24 18:00:03,28.3,91,100
2025-06-24 18:10:02,28.3,91,100
2025-06-24 18:20:03,27.8,89,100
2025-06-24 18:30:02,27.8,89,100
2025-06-24 18:40:02,27.8,89,100
2025-06-24 18:50:02,27.8,89,100
2025-06-24 19:00:03,28.2,84,100
2025-06-24 19:10:02,28.2,84,100
2025-06-24 19:20:03,28.2,84,100
2025-06-24 19:30:01,28.6,81,100
2025-06-24 19:40:02,28.6,81,100
2025-06-24 19:50:02,28.6,81,100
2025-06-24 20:00:03,28.6,81,100
2025-06-24 20:10:02,28.6,81,100
2025-06-24 20:20:02,28.6,81,100
2025-06-24 20:30:03,28.8,79,100
2025-06-24 20:40:02,28.8,79,100
2025-06-24 20:50:02,28.8,79,100
2025-06-24 21:00:04,28.8,79,100
2025-06-24 21:10:02,28.8,79,100
2025-06-24 21:20:02,28.8,79,100
2025-06-24 21:30:02,28.6,74,100
2025-06-24 21:40:02,28.4,68,100
2025-06-24 21:50:02,28.4,68,100
2025-06-24 22:00:03,28.4,68,100
2025-06-24 22:10:02,27.8,65,100
2025-06-24 22:20:03,27.8,65,100
2025-06-24 22:30:03,27.8,65,100
2025-06-24 22:40:02,27.8,65,100
2025-06-24 22:50:02,27.8,65,100
2025-06-24 23:00:03,27.8,65,100
2025-06-24 23:10:02,27.3,63,100
2025-06-24 23:20:02,27.3,63,100
2025-06-24 23:30:02,27.3,63,100
2025-06-24 23:40:02,27.3,63,100
2025-06-24 23:50:01,27.3,63,100
2025-06-25 00:00:03,27.3,63,100
2025-06-25 00:10:02,26.8,64,100
2025-06-25 00:20:02,26.8,64,100
2025-06-25 00:30:02,26.8,64,100
2025-06-25 00:40:02,26.8,64,100
2025-06-25 00:50:02,26.8,64,100
2025-06-25 01:00:03,26.8,64,100
2025-06-25 01:10:02,26.5,64,100
2025-06-25 01:20:01,26.5,64,100
2025-06-25 01:30:02,26.5,64,100
2025-06-25 01:40:02,26.5,64,100
2025-06-25 01:50:02,26.5,64,100
2025-06-25 02:00:03,26.5,64,100
2025-06-25 02:10:02,26.1,65,100
2025-06-25 02:20:02,26.1,65,100
2025-06-25 02:30:02,26.1,65,100
2025-06-25 02:40:02,26.1,65,100
2025-06-25 02:50:03,26.1,65,100
2025-06-25 03:00:03,26.1,65,100
2025-06-25 03:10:02,25.7,65,100
2025-06-25 03:20:02,25.7,65,100
2025-06-25 03:30:01,25.7,65,100
2025-06-25 03:40:01,25.7,65,100
2025-06-25 03:50:02,25.7,65,100
2025-06-25 04:00:03,25.7,65,100
2025-06-25 04:10:02,25.3,67,100
2025-06-25 04:20:02,25.3,67,100
2025-06-25 04:30:02,25.3,67,100
2025-06-25 04:40:02,25.3,67,100
2025-06-25 04:50:02,25.3,67,100
2025-06-25 05:00:03,25.3,67,100
2025-06-25 05:10:03,25.1,68,100
2025-06-25 05:20:02,25.1,68,100
2025-06-25 05:30:03,25.1,68,100
2025-06-25 05:40:03,25.1,68,100
2025-06-25 05:50:02,25.1,68,100
2025-06-25 06:00:03,25.1,68,100
2025-06-25 06:10:02,25.5,69,100
2025-06-25 06:20:03,25.5,69,100
2025-06-25 06:30:02,25.8,73,100
2025-06-25 06:40:03,25.8,73,100
2025-06-25 06:50:03,25.8,73,100
2025-06-25 07:00:03,26.2,76,100
2025-06-25 07:10:03,26.2,76,100
2025-06-25 07:20:02,26.2,76,100
2025-06-25 07:30:03,26.2,76,100
2025-06-25 07:40:02,26.6,79,100
2025-06-25 07:50:03,26.6,79,100
2025-06-25 08:00:03,26.6,79,100
2025-06-25 08:10:03,26.6,79,100
2025-06-25 08:20:03,27.0,78,100
2025-06-25 08:30:03,27.9,71,100
2025-06-25 08:36:46,27.6,81,100
2025-06-25 08:40:01,27.6,81,100
2025-06-25 08:50:02,27.6,81,100
2025-06-25 09:00:03,27.6,81,100
2025-06-25 09:10:02,27.6,81,100
2025-06-25 09:20:02,27.6,81,100
2025-06-25 09:30:02,27.6,81,100
2025-06-25 09:40:03,27.6,81,100
2025-06-25 09:50:02,27.6,81,100
2025-06-25 10:00:03,27.6,81,100
2025-06-25 10:10:02,27.6,81,100
2025-06-25 10:20:03,27.6,81,100
2025-06-25 10:30:02,27.6,81,100
2025-06-25 10:40:02,27.9,80,100
2025-06-25 10:50:01,27.9,80,100
2025-06-25 11:00:02,27.9,80,100
2025-06-25 11:10:02,27.9,80,100
2025-06-25 11:20:02,27.9,80,100
2025-06-25 11:30:02,27.9,80,100
2025-06-25 11:40:03,28.0,79,100
2025-06-25 11:50:02,28.0,79,100
2025-06-25 12:00:03,28.0,79,100
2025-06-25 12:10:02,28.0,79,100
2025-06-25 12:20:03,28.0,79,100
2025-06-25 12:30:02,28.0,79,100
